original_index,0,1,2,3,4,5,6,7,8
32,0.03816751096832818,0.02914964983857,0.026533663114781048,0.05222139239720772,0.024754300246120974,0.590780600324691,0.04371804860212308,0.07293879495903961,0.048359481106091784
34,0.03785796846826254,0.07971972267465283,0.042451892960389974,0.056770821144113505,0.035263279714316774,0.05706035386693403,0.043749808144289574,0.18417205792795574,0.04245977799749923
36,0.4275213317439165,0.033923249499782294,0.03941480236446231,0.08974503990224184,0.038274806402359925,0.04860287022523385,0.1621372476748398,0.04085455845236722,0.0597608832664237
37,0.07487842991615079,0.04264076328853377,0.03856580182399201,0.09884415901143245,0.03312959895715672,0.07704700899019958,0.09087857414627111,0.08402508023322935,0.061153873285479776
38,0.23868382974531516,0.06701838416679959,0.10876915478851815,0.1346008322282621,0.08925954899843155,0.06262946281496427,0.09504947597258982,0.05720648757175433,0.09727392142937814
39,0.05677961307258321,0.024779965324946075,0.03413900328914174,0.0432433894676031,0.04179314101503347,0.024132976223969003,0.032626878020155056,0.02194871451221549,0.028876970009983162
40,0.08073952435288215,0.0605100967473984,0.06301524089360151,0.27248960516115667,0.045763363842492195,0.11684407838226808,0.07880985337637123,0.09222368701758855,0.13528124308925518
41,0.056875371583591974,0.04526269130609582,0.03496458315625858,0.06241138890159159,0.03268035775565425,0.07003464415208117,0.10707633366797459,0.1042389891468857,0.0471055079425339
42,1.6730756934141745e-308,1.5581512709550494e-308,2.556096154749308e-308,1.8054705155869734e-308,1.0,1.3251263321596015e-308,1.2872544059017e-308,1.2790308382479223e-308,1.38698418839464e-308
43,0.2265304731905948,0.057984749210063045,0.06942404748477983,0.1299843405261714,0.059559597823995454,0.07610011359194267,0.15447098273461354,0.061102472936630944,0.12193503408662011
44,1.0,1.731190567027524e-308,2.0824565518490256e-308,5.032143726768623e-308,1.9216384758236856e-308,2.540303387894842e-308,7.830009965179108e-308,2.049164239351685e-308,3.472059295804963e-308
45,0.06819228974061237,0.04693830766195363,0.03956516162831535,0.0899507891333343,0.03409666921851617,0.07578060403271591,0.0810847987143519,0.10440587833083433,0.057180686495183215
46,0.1484299197296884,0.03619318623067446,0.0386762213687786,0.0721228412185665,0.0365051543043016,0.04881975186335754,0.29887846938860846,0.04462946491775185,0.054695617389368935
47,2.2517363220024325e-308,2.8614530018103747e-308,1.0,2.532143013500985e-308,2.7841065361588544e-308,1.5529877756241733e-308,1.4741207217067863e-308,1.597538278262263e-308,2.067472815007462e-308
