original_index,0,1,2,3,4,5,6,7
63,1.03604960015321e-308,1.0,1.112261880445944e-308,1.5963013495395594e-308,1.3010739423383116e-308,1.092847027796999e-308,2.188115281130997e-308,1.5890951709433644e-308
64,1.0,1.1147467497332383e-308,1.11918103488658e-308,2.2589508524267475e-308,2.3592769662874753e-308,2.1114939183172684e-308,1.458377384094989e-308,1.4419182412050187e-308
65,0.06597153705759982,0.322729291596228,0.0608204340506795,0.10635974131945977,0.07847972400238143,0.07105551749141173,0.12041710262610418,0.10608448689396682
66,0.04569875230823746,0.058358656139895326,0.07935755827128664,0.07274235710455638,0.0719806186071919,0.03747797810150039,0.21598119854278122,0.09655569686811862
67,0.03703892974963505,0.5078194322999526,0.04062448913084328,0.056669781892465014,0.04749090505757436,0.03815758063547463,0.08875360407311263,0.05812227073508306
68,0.07521930786815792,0.10430541848166189,0.08468622643381751,0.09706538793806953,0.09748409477908217,0.09607539161713918,0.12745355714586654,0.2719208661674996
69,1.032951646390571e-308,1.0,1.08139750216166e-308,1.570232164633873e-308,1.286600260135397e-308,1.106194743851246e-308,2.0762605212879073e-308,1.547993790520621e-308
70,0.05195221407636278,0.47042999130589774,0.05425296470416397,0.08225729554325473,0.06548139469134365,0.053195667285319694,0.12396725036522192,0.08382337853907036
71,0.05865199430406095,0.4351963371354313,0.060853088302809846,0.09380331320008688,0.07078685159724853,0.06109447322162845,0.1236576270556476,0.09595631518308646
72,1.0,1.023932065963323e-308,1.011594869685566e-308,1.91085199759312e-308,2.3630044275704937e-308,1.82208838257032e-308,1.440214719071629e-308,1.281539344700414e-308
73,1.527111198422076e-308,2.4395877425918494e-308,1.8626399513560625e-308,2.5345249341422646e-308,2.3857760419746987e-308,1.2771857432997273e-308,1.0,2.608736382899663e-308
74,0.056675650159977435,0.19654699010758261,0.06161209037450422,0.09001048684181241,0.08463080220426937,0.057862170566421574,0.18541252534241076,0.09208434473896562
75,0.40333699631759057,0.050080264664631655,0.059852871826135794,0.10216649425521056,0.14473231724084953,0.09411163143425155,0.0744209061427312,0.06847164756081137
76,0.06084458990918828,0.4404264803785763,0.0594283326418742,0.09910001304343646,0.06964282613615819,0.06210162230805728,0.11084236026738127,0.0976137753153282
78,0.06136682088753427,0.25345736505511385,0.05263469045393184,0.1314112899961504,0.06751835676095876,0.05504166995344215,0.11670434207796065,0.10778589432784172
79,0.6248697917846756,0.0352161584381455,0.037629658848117795,0.08142085222986829,0.06721235458074794,0.05589130684250498,0.04694907939987511,0.050810797876064635
81,0.4497382432388731,0.04909741516034461,0.0483919022654793,0.09834118076557956,0.10835051193081642,0.08993662162515562,0.06543901408253058,0.06099898047620459
82,0.21656303611337563,0.05104652823022407,0.04415754894179773,0.14667732165928868,0.08326412156630682,0.06537553763085681,0.06600431362210794,0.0687766628915984
83,0.03001881082137623,0.633232497244033,0.024964130411177933,0.05517027202434147,0.030589019175147735,0.02827381255847403,0.04587351409009806,0.04518516654064215
