original_index,0,1,2,3,4,5,6,7,8,9
131,1.0,2.561927810278565e-308,1.704844052735618e-308,1.3719020275330623e-308,1.6077212728794135e-308,2.24887721463401e-308,1.81450294981607e-308,2.9739940373950677e-308,1.7321007552359476e-308,2.3545647163773165e-308
132,0.034532095304274625,0.04222161626623841,0.18864105799861636,0.029474614316809457,0.10945963945768011,0.06520374149461383,0.03455854160452659,0.05908487385445483,0.0550052797147999,0.08928440583324979
133,0.26677647908517227,0.07578455787191098,0.05351331510633325,0.05351761175893498,0.0580158285271129,0.06108873001283846,0.08464941839494185,0.08552935405467171,0.07481686229964804,0.06931288230626673
134,0.021396726338105028,0.6930276915849876,0.01800232723607136,0.020171038128792146,0.017079851810828762,0.018721025666032114,0.019235392325518404,0.01927117913175524,0.018950798492050135,0.01775095589547588
135,2.838384013506216e-308,2.2638570582849445e-308,4.617450564064255e-308,1.311510264294828e-308,2.960651187590862e-308,6.019721290378474e-308,1.723296076213224e-308,1.0820364630094505e-307,2.2971463366669804e-308,1.0
136,0.093583379725658,0.05133547802405585,0.060915057499073624,0.030613808669585088,0.05529393256003693,0.07609217826822841,0.043736345233849505,0.17194151628982204,0.052920854391224674,0.1355630440329344
137,1.0,1.88764437480315e-308,1.3142977194854074e-308,1.3038480186864035e-308,1.362466979877488e-308,1.5336044230889864e-308,1.8886059177269165e-308,2.295245422136053e-308,1.6796913985230673e-308,1.7509832838372725e-308
138,0.38376084025886986,0.08247707126994618,0.05734064510602133,0.042967837246984525,0.05103095491299585,0.08242882239623872,0.05535430590228416,0.11086563658092158,0.05343505428953307,0.08033883203620457
139,0.02406555990686195,0.02605639727481453,0.03154796596009269,0.024796428516838102,0.07493740929871573,0.024072827454949524,0.046135743811597386,0.026977943220648195,0.581952012489811,0.029911453714668884
140,0.054454928953426324,0.02914850174134891,0.03387674958618983,0.01743034585937941,0.030548004274456746,0.04315629824268045,0.024752772110307422,0.09393723877817686,0.029232908147495948,0.07505789618746421
141,0.06691651816277136,0.0681089783641099,0.09615486872832442,0.032812311076879555,0.05890565678209109,0.1527199208605619,0.039443025781613204,0.16475125423857087,0.048726867167024186,0.1682003532296426
142,0.0430111820667923,0.04853017413505041,0.08715257785400722,0.03463814488163697,0.2631776721147925,0.055010592842608536,0.05050055015407221,0.05747637350263674,0.09858497091592772,0.07501283133167434
143,0.5124710475393821,0.05792701828276299,0.04316751560883379,0.03939273077972024,0.045044405271462286,0.05013894116136352,0.05896991447861821,0.07803016751402878,0.05512679518656125,0.05973146417726672
144,1.0,1.911515572323524e-308,1.3214978598903283e-308,1.3393652429194893e-308,1.388711573797141e-308,1.511918665155664e-308,1.976585735018519e-308,2.270754225403733e-308,1.7439448521277974e-308,1.7419649471309515e-308
145,0.04571888726813286,0.06804453479883692,0.037726055086454796,0.03073355598377502,0.04493361040955859,0.035473232274694955,0.04426004223143089,0.03724753375113861,0.04945747939115555,0.038467406713526914
146,1.0,2.626229047185352e-308,1.692037394610507e-308,1.4104033127563214e-308,1.603188789242802e-308,2.2167387663653716e-308,1.8666673693957285e-308,2.9699710330650745e-308,1.7539297949223606e-308,2.3066567454190803e-308
147,0.21382272713438225,0.07175956397125823,0.050262991463712624,0.05061238498216142,0.05497029639903571,0.05694043993801463,0.08277501418491044,0.0800949278366069,0.07218772223824702,0.06467437925152218
148,0.03550799826863017,0.072235318830191,0.03148124071427394,0.13628051389834245,0.03473884761503414,0.03008524481966606,0.06463129351556043,0.03191544425941553,0.048603065202768664,0.028897594226232354
149,1.986586496000806e-308,2.260797247505824e-308,2.245911142057106e-308,2.5045277836670905e-308,4.3102948995644995e-308,1.821046584204065e-308,5.875283397415907e-308,1.9801700982769777e-308,1.0,2.093821007861578e-308
150,0.015412802134105565,0.01721255915886241,0.012034208004254655,0.035444540210927265,0.01682182959276888,0.010944132412479842,0.7735036391044128,0.012262292008425012,0.03630990098939529,0.011622943762179143
151,0.4836232035200962,0.06565788677870062,0.0435461636993685,0.04595201216738207,0.04741566259208541,0.047733624483735825,0.07464761065725313,0.07249019162045374,0.06315630206282392,0.055777342418100395
152,1.298675903953287e-308,2.0353024939154167e-308,1.202410270424974e-308,1.0,1.3784437564748664e-308,1.120336433683795e-308,2.699267612407678e-308,1.171842786251211e-308,1.937682394422101e-308,1.080350985263728e-308
153,0.027499097839772276,0.033905345481609526,0.038313208766789134,0.027040855576055765,0.05985521163732417,0.029994052901186383,0.04593736284269401,0.0321866787528555,0.07846010527609719,0.033967823929651614
154,0.045709635398166845,0.042648295785876186,0.06882653422259022,0.02434996862057629,0.03915477765623631,0.1987868072321371,0.028712500898408308,0.178086131015387,0.03420204260049391,0.09395786263694654
