original_index,0,1,2,3,4,5,6
225,0.034137681558193494,0.06279002613960882,0.061621926015412706,0.059365682874051015,0.04730167630925035,0.04509208228249326,0.04377732553638004
226,1.0551478375264996e-308,1.9407918060026173e-308,1.0760487042604264e-308,1.880512432357685e-308,1.1487574810468934e-308,1.0,9.845949287200317e-309
227,0.049089362426976715,0.12269073693761116,0.08599086864846751,0.23439923435009077,0.13280864102758352,0.09766326400926337,0.06270549126086042
228,0.03608425495460109,0.05428636933672087,0.03316135389065106,0.04642756195139235,0.030626830976928237,0.08969073682313142,0.030888329907888434
229,1.0,9.578304734395423e-309,1.292939599754769e-308,9.160689429882353e-309,9.46944126087472e-309,1.036455212545079e-308,1.4069921264431324e-308
230,1.0,8.850747841760745e-309,9.57733287284356e-309,7.79814771531325e-309,7.36268431505038e-309,9.108497006231335e-309,9.865874184709916e-309
231,0.05723853609978684,0.29289887629240413,0.10327417137063588,0.1908680247947939,0.09705697297765713,0.10523713877337622,0.07186467574461496
232,0.053366015522805885,0.04929539849167252,0.06318705392539335,0.06369528848788082,0.05085625361952946,0.048470092651887356,0.06943036640487954
233,0.03490018423542443,0.06637428093027474,0.036322513169256644,0.06291046860680682,0.03917453696109143,0.6951058225471161,0.032952499545105034
234,0.6944194456691491,0.05154789803287891,0.05848348023453702,0.04441213913409,0.043228841321985415,0.0505125858246162,0.057395609782743225
235,0.7199955157991108,0.03485457796995864,0.051801353368933635,0.03866505179310086,0.04182162039814311,0.0409765897457022,0.07188529092505065
236,0.6589281430328932,0.05842145043032487,0.05968469940609597,0.051194263165841844,0.04749812610245944,0.0627048943537482,0.06156842350863658
237,1.0593922623817053e-308,2.5923681894021586e-308,1.7565463925556107e-308,1.0,2.471687676224318e-308,2.036758543216626e-308,1.457375682663136e-308
238,0.4540411404103934,0.08743897459353533,0.09678507658927878,0.07857182120066564,0.0755328097715861,0.09743006998142224,0.10240885694877648
239,0.017923412809123976,0.030894103231400624,0.01754285823286448,0.030011323015802213,0.018755238053046058,0.7344295923577444,0.01650904500286946
240,0.03794790334200628,0.07957407916377317,0.06681680964021071,0.5722883403010824,0.12058384968376731,0.06276109017787186,0.055055879479092525
